"id","date","total_steps","total_distance","tracker_distance","logged_activities_distance","very_active_distance","moderately_active_distance","light_active_distance","sedentary_active_distance","very_active_minutes","fairly_active_minutes","lightly_active_minutes","sedentary_minutes","total_sleep_records","total_minutes_asleep","total_time_in_bed","step_total","calories","day"
1503960366,"2016-05-02",14727,9.71000003814697,9.71000003814697,0,3.21000003814697,0.569999992847443,5.92000007629395,0,41,15,277,798,1,277,309,14727,2004,"Mon"
1503960366,"2016-05-03",15103,9.65999984741211,9.65999984741211,0,3.73000001907349,1.04999995231628,4.88000011444092,0,50,24,254,816,1,273,296,15103,1990,"Tue"
1503960366,"2016-05-04",11100,7.15000009536743,7.15000009536743,0,2.46000003814697,0.870000004768372,3.8199999332428,0,36,22,203,1179,NA,NA,NA,11100,1819,"Wed"
1503960366,"2016-05-05",14070,8.89999961853027,8.89999961853027,0,2.92000007629395,1.08000004291534,4.88000011444092,0,45,24,250,857,1,247,264,14070,1959,"Thu"
1503960366,"2016-05-06",12159,8.02999973297119,8.02999973297119,0,1.97000002861023,0.25,5.80999994277954,0,24,6,289,754,1,334,367,12159,1896,"Fri"
1503960366,"2016-05-07",11992,7.71000003814697,7.71000003814697,0,2.46000003814697,2.11999988555908,3.13000011444092,0,37,46,175,833,1,331,349,11992,1821,"Sat"
1503960366,"2016-05-08",10060,6.57999992370605,6.57999992370605,0,3.52999997138977,0.319999992847443,2.73000001907349,0,44,8,203,574,1,594,611,10060,1740,"Sun"
1503960366,"2016-05-09",12022,7.71999979019165,7.71999979019165,0,3.45000004768372,0.529999971389771,3.74000000953674,0,46,11,206,835,1,338,342,12022,1819,"Mon"
1503960366,"2016-05-10",12207,7.76999998092651,7.76999998092651,0,3.34999990463257,1.1599999666214,3.25999999046326,0,46,31,214,746,1,383,403,12207,1859,"Tue"
1503960366,"2016-05-11",12770,8.13000011444092,8.13000011444092,0,2.55999994277954,1.00999999046326,4.55000019073486,0,36,23,251,669,1,285,306,12770,1783,"Wed"
1503960366,"2016-05-12",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,0,"Thu"
1624580081,"2016-04-12",8163,5.30999994277954,5.30999994277954,0,0,0,5.30999994277954,0,0,0,146,1294,NA,NA,NA,8163,1432,"Tue"
1624580081,"2016-04-13",7007,4.55000019073486,4.55000019073486,0,0,0,4.55000019073486,0,0,0,148,1292,NA,NA,NA,7007,1411,"Wed"
1624580081,"2016-04-14",9107,5.92000007629395,5.92000007629395,0,0,0,5.90999984741211,0.00999999977648258,0,0,236,1204,NA,NA,NA,9107,1572,"Thu"
1624580081,"2016-04-15",1510,0.980000019073486,0.980000019073486,0,0,0,0.970000028610229,0,0,0,96,1344,NA,NA,NA,1510,1344,"Fri"
1624580081,"2016-04-16",5370,3.49000000953674,3.49000000953674,0,0,0,3.49000000953674,0,0,0,176,1264,NA,NA,NA,5370,1463,"Sat"
1624580081,"2016-04-17",6175,4.05999994277954,4.05999994277954,0,1.02999997138977,1.51999998092651,1.49000000953674,0.00999999977648258,15,22,127,1276,NA,NA,NA,6175,1554,"Sun"
1624580081,"2016-04-18",10536,7.40999984741211,7.40999984741211,0,2.15000009536743,0.620000004768372,4.61999988555908,0.00999999977648258,17,7,202,1214,NA,NA,NA,10536,1604,"Mon"
1624580081,"2016-04-19",2916,1.89999997615814,1.89999997615814,0,0,0,1.89999997615814,0,0,0,141,1299,NA,NA,NA,2916,1435,"Tue"
1624580081,"2016-04-20",4974,3.23000001907349,3.23000001907349,0,0,0,3.23000001907349,0,0,0,151,1289,NA,NA,NA,4974,1446,"Wed"
1624580081,"2016-04-21",6349,4.13000011444092,4.13000011444092,0,0,0,4.1100001335144,0.0199999995529652,0,0,186,1254,NA,NA,NA,6349,1467,"Thu"
1624580081,"2016-04-22",4026,2.61999988555908,2.61999988555908,0,0,0,2.59999990463257,0,0,0,199,1241,NA,NA,NA,4026,1470,"Fri"
1624580081,"2016-04-23",8538,5.55000019073486,5.55000019073486,0,0,0,5.53999996185303,0.00999999977648258,0,0,227,1213,NA,NA,NA,8538,1562,"Sat"
1624580081,"2016-04-24",6076,3.95000004768372,3.95000004768372,0,1.14999997615814,0.910000026226044,1.88999998569489,0,16,18,185,1221,NA,NA,NA,6076,1617,"Sun"
1624580081,"2016-04-25",6497,4.21999979019165,4.21999979019165,0,0,0,4.19999980926514,0.0199999995529652,0,0,202,1238,NA,NA,NA,6497,1492,"Mon"
1624580081,"2016-04-26",2826,1.8400000333786,1.8400000333786,0,0,0,1.83000004291534,0.00999999977648258,0,0,140,1300,NA,NA,NA,2826,1402,"Tue"
1624580081,"2016-04-27",8367,5.44000005722046,5.44000005722046,0,1.11000001430511,1.87000000476837,2.46000003814697,0,17,36,154,1233,NA,NA,NA,8367,1670,"Wed"
1624580081,"2016-04-28",2759,1.78999996185303,1.78999996185303,0,0,0.200000002980232,1.60000002384186,0,0,5,115,1320,NA,NA,NA,2759,1401,"Thu"
1624580081,"2016-04-29",2390,1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,150,1290,NA,NA,NA,2390,1404,"Fri"
1624580081,"2016-04-30",6474,4.30000019073486,4.30000019073486,0,0.899999976158142,1.27999997138977,2.11999988555908,0.00999999977648258,11,23,224,1182,NA,NA,NA,6474,1655,"Sat"
1624580081,"2016-05-01",36019,28.0300006866455,28.0300006866455,0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,NA,NA,NA,36019,2690,"Sun"
1624580081,"2016-05-02",7155,4.92999982833862,4.92999982833862,0,0.860000014305115,0.589999973773956,3.47000002861023,0,7,6,166,1261,NA,NA,NA,7155,1497,"Mon"
1624580081,"2016-05-03",2100,1.37000000476837,1.37000000476837,0,0,0,1.3400000333786,0.0199999995529652,0,0,96,1344,NA,NA,NA,2100,1334,"Tue"
1624580081,"2016-05-04",2193,1.42999994754791,1.42999994754791,0,0,0,1.41999995708466,0,0,0,118,1322,NA,NA,NA,2193,1368,"Wed"
1624580081,"2016-05-05",2470,1.61000001430511,1.61000001430511,0,0,0,1.58000004291534,0.0199999995529652,0,0,117,1323,NA,NA,NA,2470,1370,"Thu"
1624580081,"2016-05-06",1727,1.12000000476837,1.12000000476837,0,0,0,1.12000000476837,0.00999999977648258,0,0,102,1338,NA,NA,NA,1727,1341,"Fri"
1624580081,"2016-05-07",2104,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,182,1258,NA,NA,NA,2104,1474,"Sat"
1624580081,"2016-05-08",3427,2.23000001907349,2.23000001907349,0,0,0,2.22000002861023,0,0,0,152,1288,NA,NA,NA,3427,1427,"Sun"
1624580081,"2016-05-09",1732,1.12999999523163,1.12999999523163,0,0,0,1.12999999523163,0,0,0,91,1349,NA,NA,NA,1732,1328,"Mon"
1624580081,"2016-05-10",2969,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,139,1301,NA,NA,NA,2969,1393,"Tue"
1624580081,"2016-05-11",3134,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,112,1328,NA,NA,NA,3134,1359,"Wed"
1624580081,"2016-05-12",2971,1.92999994754791,1.92999994754791,0,0,0,1.91999995708466,0.00999999977648258,0,0,107,890,NA,NA,NA,2971,1002,"Thu"
1644430081,"2016-04-12",10694,7.76999998092651,7.76999998092651,0,0.140000000596046,2.29999995231628,5.32999992370605,0,2,51,256,1131,NA,NA,NA,10694,3199,"Tue"
1644430081,"2016-04-13",8001,5.82000017166138,5.82000017166138,0,2.27999997138977,0.899999976158142,2.64000010490417,0,30,16,135,1259,NA,NA,NA,8001,2902,"Wed"
1644430081,"2016-04-14",11037,8.02000045776367,8.02000045776367,0,0.360000014305115,2.55999994277954,5.09999990463257,0,5,58,252,1125,NA,NA,NA,11037,3226,"Thu"
1644430081,"2016-04-15",5263,3.82999992370605,3.82999992370605,0,0.219999998807907,0.150000005960464,3.45000004768372,0,3,4,170,1263,NA,NA,NA,5263,2750,"Fri"
1644430081,"2016-04-16",15300,11.1199998855591,11.1199998855591,0,4.09999990463257,1.87999999523163,5.09000015258789,0,51,42,212,1135,NA,NA,NA,15300,3493,"Sat"
1644430081,"2016-04-17",8757,6.36999988555908,6.36999988555908,0,2.25,0.569999992847443,3.54999995231628,0,29,13,186,1212,NA,NA,NA,8757,3011,"Sun"
1644430081,"2016-04-18",7132,5.19000005722046,5.19000005722046,0,1.07000005245209,1.66999995708466,2.45000004768372,0,15,33,121,1271,NA,NA,NA,7132,2806,"Mon"
1644430081,"2016-04-19",11256,8.18000030517578,8.18000030517578,0,0.360000014305115,2.52999997138977,5.30000019073486,0,5,58,278,1099,NA,NA,NA,11256,3300,"Tue"
1644430081,"2016-04-20",2436,1.76999998092651,1.76999998092651,0,0,0,1.75999999046326,0.00999999977648258,0,0,125,1315,NA,NA,NA,2436,2430,"Wed"
1644430081,"2016-04-21",1223,0.889999985694885,0.889999985694885,0,0,0,0.879999995231628,0.00999999977648258,0,0,38,1402,NA,NA,NA,1223,2140,"Thu"
1644430081,"2016-04-22",3673,2.67000007629395,2.67000007629395,0,0,0,2.66000008583069,0.00999999977648258,0,0,86,1354,NA,NA,NA,3673,2344,"Fri"
1644430081,"2016-04-23",6637,4.82999992370605,4.82999992370605,0,0,0.579999983310699,4.25,0,0,15,160,1265,NA,NA,NA,6637,2677,"Sat"
1644430081,"2016-04-24",3321,2.41000008583069,2.41000008583069,0,0,0,2.41000008583069,0,0,0,89,1351,NA,NA,NA,3321,2413,"Sun"
1644430081,"2016-04-25",3580,2.59999990463257,2.59999990463257,0,0.589999973773956,0.0599999986588955,1.95000004768372,0,8,1,94,1337,NA,NA,NA,3580,2497,"Mon"
1644430081,"2016-04-26",9919,7.21000003814697,7.21000003814697,0,0.800000011920929,1.72000002861023,4.69000005722046,0,11,41,223,1165,NA,NA,NA,9919,3123,"Tue"
1644430081,"2016-04-27",3032,2.20000004768372,2.20000004768372,0,0,0,2.20000004768372,0,0,0,118,1322,NA,NA,NA,3032,2489,"Wed"
1644430081,"2016-04-28",9405,6.84000015258789,6.84000015258789,0,0.200000002980232,2.3199999332428,4.30999994277954,0,3,53,227,1157,NA,NA,NA,9405,3108,"Thu"
1644430081,"2016-04-29",3176,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,120,1193,1,119,127,3176,2498,"Fri"
1644430081,"2016-04-30",18213,13.2399997711182,13.2399997711182,0,0.629999995231628,3.14000010490417,9.46000003814697,0,9,71,402,816,1,124,142,18213,3846,"Sat"
1644430081,"2016-05-01",6132,4.46000003814697,4.46000003814697,0,0.239999994635582,0.990000009536743,3.23000001907349,0,3,24,146,908,NA,NA,NA,6132,2696,"Sun"
1644430081,"2016-05-02",3758,2.73000001907349,2.73000001907349,0,0.0700000002980232,0.310000002384186,2.34999990463257,0,1,7,148,682,1,796,961,3758,2580,"Mon"
1644430081,"2016-05-03",12850,9.34000015258789,9.34000015258789,0,0.720000028610229,4.09000015258789,4.53999996185303,0,10,94,221,1115,NA,NA,NA,12850,3324,"Tue"
1644430081,"2016-05-04",2309,1.67999994754791,1.67999994754791,0,0,0,1.6599999666214,0.0199999995529652,0,0,52,1388,NA,NA,NA,2309,2222,"Wed"
1644430081,"2016-05-05",4363,3.19000005722046,3.19000005722046,0,0.519999980926514,0.540000021457672,2.13000011444092,0.00999999977648258,6,12,81,1341,NA,NA,NA,4363,2463,"Thu"
1644430081,"2016-05-06",9787,7.11999988555908,7.11999988555908,0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,NA,NA,NA,9787,3328,"Fri"
1644430081,"2016-05-07",13372,9.72000026702881,9.72000026702881,0,3.25999999046326,0.790000021457672,5.67000007629395,0.00999999977648258,41,17,243,1139,NA,NA,NA,13372,3404,"Sat"
1644430081,"2016-05-08",6724,4.8899998664856,4.8899998664856,0,0,0,4.88000011444092,0,0,0,295,991,1,137,154,6724,2987,"Sun"
1644430081,"2016-05-09",6643,4.82999992370605,4.82999992370605,0,2.39000010490417,0.349999994039536,2.08999991416931,0.00999999977648258,32,6,303,1099,NA,NA,NA,6643,3008,"Mon"
1644430081,"2016-05-10",9167,6.65999984741211,6.65999984741211,0,0.879999995231628,0.810000002384186,4.96999979019165,0.00999999977648258,12,19,155,1254,NA,NA,NA,9167,2799,"Tue"
1644430081,"2016-05-11",1329,0.970000028610229,0.970000028610229,0,0,0,0.949999988079071,0.00999999977648258,0,0,49,713,NA,NA,NA,1329,1276,"Wed"
1844505072,"2016-04-12",6697,4.42999982833862,4.42999982833862,0,0,0,4.42999982833862,0,0,0,339,1101,NA,NA,NA,6697,2030,"Tue"
1844505072,"2016-04-13",4929,3.25999999046326,3.25999999046326,0,0,0,3.25999999046326,0,0,0,248,1192,NA,NA,NA,4929,1860,"Wed"
1844505072,"2016-04-14",7937,5.25,5.25,0,0,0,5.23000001907349,0,0,0,373,843,NA,NA,NA,7937,2130,"Thu"
1844505072,"2016-04-15",3844,2.53999996185303,2.53999996185303,0,0,0,2.53999996185303,0,0,0,176,527,1,644,961,3844,1725,"Fri"
1844505072,"2016-04-16",3414,2.25999999046326,2.25999999046326,0,0,0,2.25999999046326,0,0,0,147,1293,NA,NA,NA,3414,1657,"Sat"
1844505072,"2016-04-17",4525,2.99000000953674,2.99000000953674,0,0.140000000596046,0.259999990463257,2.58999991416931,0,2,8,199,1231,NA,NA,NA,4525,1793,"Sun"
1844505072,"2016-04-18",4597,3.03999996185303,3.03999996185303,0,0,0.479999989271164,2.55999994277954,0,0,12,217,1211,NA,NA,NA,4597,1814,"Mon"
1844505072,"2016-04-19",197,0.129999995231628,0.129999995231628,0,0,0,0.129999995231628,0,0,0,10,1430,NA,NA,NA,197,1366,"Tue"
1844505072,"2016-04-20",8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,NA,NA,NA,8,1349,"Wed"
1844505072,"2016-04-21",8054,5.32000017166138,5.32000017166138,0,0.119999997317791,0.519999980926514,4.67999982833862,0,2,13,308,1117,NA,NA,NA,8054,2062,"Thu"
1844505072,"2016-04-22",5372,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,220,1220,NA,NA,NA,5372,1827,"Fri"
1844505072,"2016-04-23",3570,2.35999989509583,2.35999989509583,0,0,0,2.35999989509583,0,0,0,139,1301,NA,NA,NA,3570,1645,"Sat"
1844505072,"2016-04-24",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,1347,"Sun"
1844505072,"2016-04-25",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,1347,"Mon"
1844505072,"2016-04-26",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,1347,"Tue"
1844505072,"2016-04-27",4,0,0,0,0,0,0,0,0,0,1,1439,NA,NA,NA,4,1348,"Wed"
1844505072,"2016-04-28",6907,4.57000017166138,4.57000017166138,0,0,0,4.55999994277954,0,0,0,302,1138,NA,NA,NA,6907,1992,"Thu"
1844505072,"2016-04-29",4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,NA,NA,NA,4920,1856,"Fri"
1844505072,"2016-04-30",4014,2.67000007629395,2.67000007629395,0,0,0,2.65000009536743,0,0,0,184,218,1,722,961,4014,1763,"Sat"
1844505072,"2016-05-01",2573,1.70000004768372,1.70000004768372,0,0,0.259999990463257,1.45000004768372,0,0,7,75,585,1,590,961,2573,1541,"Sun"
1844505072,"2016-05-02",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,1348,"Mon"
1844505072,"2016-05-03",4059,2.6800000667572,2.6800000667572,0,0,0,2.6800000667572,0,0,0,184,1256,NA,NA,NA,4059,1742,"Tue"
1844505072,"2016-05-04",2080,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,87,1353,NA,NA,NA,2080,1549,"Wed"
1844505072,"2016-05-05",2237,1.48000001907349,1.48000001907349,0,0,0,1.48000001907349,0,0,0,120,1320,NA,NA,NA,2237,1589,"Thu"
1844505072,"2016-05-06",44,0.0299999993294477,0.0299999993294477,0,0,0,0.0299999993294477,0,0,0,2,1438,NA,NA,NA,44,1351,"Fri"
1844505072,"2016-05-07",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,1347,"Sat"
1844505072,"2016-05-08",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,1347,"Sun"
1844505072,"2016-05-09",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,1347,"Mon"
1844505072,"2016-05-10",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,1347,"Tue"
1844505072,"2016-05-11",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,1347,"Wed"
1844505072,"2016-05-12",0,0,0,0,0,0,0,0,0,0,0,711,NA,NA,NA,0,665,"Thu"
1927972279,"2016-04-12",678,0.469999998807907,0.469999998807907,0,0,0,0.469999998807907,0,0,0,55,734,3,750,775,678,2220,"Tue"
1927972279,"2016-04-13",356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,1,398,422,356,2151,"Wed"
1927972279,"2016-04-14",2163,1.5,1.5,0,0,0.400000005960464,1.10000002384186,0,0,9,88,1292,NA,NA,NA,2163,2383,"Thu"
1927972279,"2016-04-15",980,0.680000007152557,0.680000007152557,0,0,0,0.680000007152557,0,0,0,51,941,2,475,499,980,2221,"Fri"
1927972279,"2016-04-16",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2064,"Sat"
1927972279,"2016-04-17",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2063,"Sun"
1927972279,"2016-04-18",244,0.170000001788139,0.170000001788139,0,0,0,0.170000001788139,0,0,0,17,1423,NA,NA,NA,244,2111,"Mon"
1927972279,"2016-04-19",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2063,"Tue"
1927972279,"2016-04-20",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2063,"Wed"
1927972279,"2016-04-21",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2064,"Thu"
1927972279,"2016-04-22",149,0.100000001490116,0.100000001490116,0,0,0,0.100000001490116,0,0,0,10,1430,NA,NA,NA,149,2093,"Fri"
1927972279,"2016-04-23",2945,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,145,1295,NA,NA,NA,2945,2499,"Sat"
1927972279,"2016-04-24",2090,1.45000004768372,1.45000004768372,0,0.0700000002980232,0.239999994635582,1.13999998569489,0,1,6,75,1358,NA,NA,NA,2090,2324,"Sun"
1927972279,"2016-04-25",152,0.109999999403954,0.109999999403954,0,0,0,0.109999999403954,0,0,0,12,1303,NA,NA,NA,152,2100,"Mon"
1927972279,"2016-04-26",3761,2.59999990463257,2.59999990463257,0,0,0,2.59999990463257,0,0,0,192,1058,1,296,315,3761,2638,"Tue"
1927972279,"2016-04-27",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2063,"Wed"
1927972279,"2016-04-28",1675,1.1599999666214,1.1599999666214,0,0,0,1.1599999666214,0,0,0,95,1167,1,166,178,1675,2351,"Thu"
1927972279,"2016-04-29",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2063,"Fri"
1927972279,"2016-04-30",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2064,"Sat"
1927972279,"2016-05-01",2704,1.87000000476837,1.87000000476837,0,1.00999999046326,0.0299999993294477,0.829999983310699,0,14,1,70,1355,NA,NA,NA,2704,2411,"Sun"
1927972279,"2016-05-02",3790,2.61999988555908,2.61999988555908,0,1.1599999666214,0.300000011920929,1.1599999666214,0,16,8,94,1322,NA,NA,NA,3790,2505,"Mon"
1927972279,"2016-05-03",1326,0.920000016689301,0.920000016689301,0,0.730000019073486,0,0.180000007152557,0,10,0,17,1413,NA,NA,NA,1326,2195,"Tue"
1927972279,"2016-05-04",1786,1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,87,1353,NA,NA,NA,1786,2338,"Wed"
1927972279,"2016-05-05",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2063,"Thu"
1927972279,"2016-05-06",2091,1.45000004768372,1.45000004768372,0,0,0,1.45000004768372,0,0,0,108,1332,NA,NA,NA,2091,2383,"Fri"
1927972279,"2016-05-07",1510,1.03999996185303,1.03999996185303,0,0,0,1.03999996185303,0,0,0,48,1392,NA,NA,NA,1510,2229,"Sat"
1927972279,"2016-05-08",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2063,"Sun"
1927972279,"2016-05-09",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2063,"Mon"
1927972279,"2016-05-10",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2063,"Tue"
1927972279,"2016-05-11",0,0,0,0,0,0,0,0,0,0,0,1440,NA,NA,NA,0,2063,"Wed"
1927972279,"2016-05-12",0,0,0,0,0,0,0,0,0,0,0,966,NA,NA,NA,0,1383,"Thu"
2022484408,"2016-04-12",11875,8.34000015258789,8.34000015258789,0,3.30999994277954,0.769999980926514,4.26000022888184,0,42,14,227,1157,NA,NA,NA,11875,2390,"Tue"
2022484408,"2016-04-13",12024,8.5,8.5,0,2.99000000953674,0.100000001490116,5.40999984741211,0,43,5,292,1100,NA,NA,NA,12024,2601,"Wed"
2022484408,"2016-04-14",10690,7.5,7.5,0,2.48000001907349,0.209999993443489,4.82000017166138,0,32,3,257,1148,NA,NA,NA,10690,2312,"Thu"
2022484408,"2016-04-15",11034,8.02999973297119,8.02999973297119,0,1.94000005722046,0.310000002384186,5.78000020980835,0,27,9,282,1122,NA,NA,NA,11034,2525,"Fri"
2022484408,"2016-04-16",10100,7.09000015258789,7.09000015258789,0,3.15000009536743,0.550000011920929,3.39000010490417,0,41,11,151,1237,NA,NA,NA,10100,2177,"Sat"
2022484408,"2016-04-17",15112,11.3999996185303,11.3999996185303,0,3.86999988555908,0.660000026226044,6.88000011444092,0,28,29,331,1052,NA,NA,NA,15112,2782,"Sun"
2022484408,"2016-04-18",14131,10.0699996948242,10.0699996948242,0,3.64000010490417,0.119999997317791,6.30000019073486,0,48,3,311,1078,NA,NA,NA,14131,2770,"Mon"
2022484408,"2016-04-19",11548,8.52999973297119,8.52999973297119,0,3.28999996185303,0.239999994635582,5,0,31,7,250,1152,NA,NA,NA,11548,2489,"Tue"
2022484408,"2016-04-20",15112,10.6700000762939,10.6700000762939,0,3.33999991416931,1.92999994754791,5.40000009536743,0,48,63,276,1053,NA,NA,NA,15112,2897,"Wed"
2022484408,"2016-04-21",12453,8.73999977111816,8.73999977111816,0,3.32999992370605,1.11000001430511,4.30999994277954,0,104,53,255,1028,NA,NA,NA,12453,3158,"Thu"
2022484408,"2016-04-22",12954,9.32999992370605,9.32999992370605,0,4.42999982833862,0.419999986886978,4.46999979019165,0,52,10,273,1105,NA,NA,NA,12954,2638,"Fri"
2022484408,"2016-04-23",6001,4.21000003814697,4.21000003814697,0,0,0,4.21000003814697,0,0,0,249,1191,NA,NA,NA,6001,2069,"Sat"
2022484408,"2016-04-24",13481,10.2799997329712,10.2799997329712,0,4.55000019073486,1.14999997615814,4.57999992370605,0,37,26,216,1161,NA,NA,NA,13481,2529,"Sun"
2022484408,"2016-04-25",11369,8.01000022888184,8.01000022888184,0,3.32999992370605,0.219999998807907,4.46000003814697,0,44,8,217,1171,NA,NA,NA,11369,2470,"Mon"
2022484408,"2016-04-26",10119,7.19000005722046,7.19000005722046,0,1.42999994754791,0.660000026226044,5.1100001335144,0,55,24,275,1086,NA,NA,NA,10119,2793,"Tue"
2022484408,"2016-04-27",10159,7.13000011444092,7.13000011444092,0,1.03999996185303,0.970000028610229,5.11999988555908,0,19,20,282,1119,NA,NA,NA,10159,2463,"Wed"
2022484408,"2016-04-28",10140,7.11999988555908,7.11999988555908,0,0.409999996423721,1.33000004291534,5.3899998664856,0,6,20,291,1123,NA,NA,NA,10140,2296,"Thu"
